uniprot,EnsemblGeneID,genename,Description,MitoList,MitoCarta3.0_SubMitoLocalization,MitoCarta3.0_MitoPathways,HPA_Main_Location_2020 (Reliability),complex,CI,CII,CIII,CIV,CV,mtRibo
O75027,ENSG00000131269,ABCB7,ATP binding cassette subfamily B member 7,Mito,MIM,Metabolism;Metals and cofactors;Heme synthesis and processing;Metabolism;Metals and cofactors;Fe-S cluster biosynthesis;Metabolism;Metals and cofactors;Molybdenum cofactor synthesis and proteins;Small molecule transport;ABC transporters,Mitochondria (Supported),Other,,,,,,
Q9NUT2,ENSG00000197150,ABCB8,ATP binding cassette subfamily B member 8,Mito,MIM,Small molecule transport;ABC transporters,Mitochondria (Supported),Other,,,,,,
Q9NP78,ENSG00000150967,ABCB9,ATP binding cassette subfamily B member 9,NonMito,,,Vesicles (Supported),Other,,,,,,
P33527,ENSG00000103222|ENSG00000278183,ABCC1,ATP binding cassette subfamily C member 1,NonMito,,,Plasma membrane (Supported),Other,,,,,,
Q5T3U5,ENSG00000124574,ABCC10,ATP binding cassette subfamily C member 10,NonMito,,,,Other,,,,,,
Q96J66,ENSG00000121270,ABCC11,ATP binding cassette subfamily C member 11,NonMito,,,,Other,,,,,,
Q96J65,ENSG00000140798,ABCC12,ATP binding cassette subfamily C member 12,NonMito,,,,Other,,,,,,
Q92887,ENSG00000023839,ABCC2,ATP binding cassette subfamily C member 2,NonMito,,,,Other,,,,,,
O15438,ENSG00000108846,ABCC3,ATP binding cassette subfamily C member 3,NonMito,,,Plasma membrane (Supported),Other,,,,,,
O15439,ENSG00000125257,ABCC4,ATP binding cassette subfamily C member 4,NonMito,,,Nucleoli;Plasma membrane (Approved),Other,,,,,,
O15440,ENSG00000114770,ABCC5,ATP binding cassette subfamily C member 5,NonMito,,,Cell Junctions;Plasma membrane (Approved),Other,,,,,,
O95255,ENSG00000091262|ENSG00000275331,ABCC6,ATP binding cassette subfamily C member 6,NonMito,,,Plasma membrane (Supported),Other,,,,,,
Q09428,ENSG00000006071,ABCC8,ATP binding cassette subfamily C member 8,NonMito,,,Nucleoli (Approved),Other,,,,,,
O60706,ENSG00000069431,ABCC9,ATP binding cassette subfamily C member 9,NonMito,,,Cytosol;Nucleoplasm (Approved),Other,,,,,,
P33897,ENSG00000101986,ABCD1,ATP binding cassette subfamily D member 1,Mito,Membrane,Small molecule transport;ABC transporters,,Other,,,,,,
Q9UBJ2,ENSG00000173208,ABCD2,ATP binding cassette subfamily D member 2,Mito,Membrane,Small molecule transport;ABC transporters,,Other,,,,,,
P28288,ENSG00000117528,ABCD3,ATP binding cassette subfamily D member 3,Mito,Membrane,Small molecule transport;ABC transporters,Peroxisomes (Enhanced),Other,,,,,,
O14678,ENSG00000119688,ABCD4,ATP binding cassette subfamily D member 4,NonMito,,,,Other,,,,,,
P61221,ENSG00000164163,ABCE1,ATP binding cassette subfamily E member 1,NonMito,,,Cytosol (Enhanced),Other,,,,,,
Q8NE71,ENSG00000204574|ENSG00000206490|ENSG00000225989|ENSG00000231129|ENSG00000232169|ENSG00000236149|ENSG00000236342,ABCF1,ATP binding cassette subfamily F member 1,NonMito,,,Cytosol (Enhanced),Other,,,,,,
Q9UG63,ENSG00000033050,ABCF2,ATP binding cassette subfamily F member 2,NonMito,,,Cytosol (Enhanced),Other,,,,,,
Q9NUQ8,ENSG00000161204,ABCF3,ATP binding cassette subfamily F member 3,NonMito,,,Cytosol (Approved),Other,,,,,,
P45844,ENSG00000160179,ABCG1,ATP binding cassette subfamily G member 1,NonMito,,,Golgi apparatus;Vesicles (Supported),Other,,,,,,
Q9UNQ0,ENSG00000118777,ABCG2,ATP binding cassette subfamily G member 2 (Junior blood group),NonMito,,,Plasma membrane (Supported),Other,,,,,,
Q9H172,ENSG00000172350,ABCG4,ATP binding cassette subfamily G member 4,NonMito,,,,Other,,,,,,
Q9H222,ENSG00000138075,ABCG5,ATP binding cassette subfamily G member 5,NonMito,,,,Other,,,,,,
Q9H221,ENSG00000143921,ABCG8,ATP binding cassette subfamily G member 8,NonMito,,,Vesicles (Approved),Other,,,,,,
Q96SE0,ENSG00000143994,ABHD1,abhydrolase domain containing 1,NonMito,,,,Other,,,,,,
Q9NUJ1,ENSG00000144827,ABHD10,"abhydrolase domain containing 10, depalmitoylase",Mito,Matrix,Metabolism;Detoxification;Xenobiotic metabolism,Mitochondria (Approved),Other,,,,,,
Q8NFV4,ENSG00000106077,ABHD11,abhydrolase domain containing 11,Mito,Matrix,Metabolism;Carbohydrate metabolism;TCA-associated,Mitochondria (Supported),Other,,,,,,
Q8N2K0,ENSG00000100997,ABHD12,"abhydrolase domain containing 12, lysophospholipase",NonMito,,,,Other,,,,,,
Q7Z5M8,ENSG00000131969,ABHD12B,abhydrolase domain containing 12B,NonMito,,,Nucleoplasm (Uncertain),Other,,,,,,
Q7L211,ENSG00000139826,ABHD13,abhydrolase domain containing 13,NonMito,,,Cytosol (Approved),Other,,,,,,
Q9BUJ0,ENSG00000248487,ABHD14A,abhydrolase domain containing 14A,NonMito,,,Vesicles (Enhanced),Other,,,,,,
Q96IU4,ENSG00000114779,ABHD14B,abhydrolase domain containing 14B,NonMito,,,Nucleoli (Approved),Other,,,,,,
Q6UXT9,ENSG00000168792,ABHD15,abhydrolase domain containing 15,NonMito,,,Cytosol;Nucleoplasm (Approved),Other,,,,,,
O95870,ENSG00000204427|ENSG00000206403|ENSG00000224552|ENSG00000230475|ENSG00000231488|ENSG00000235676|ENSG00000236063,ABHD16A,"abhydrolase domain containing 16A, phospholipase",NonMito,,,,Other,,,,,,
Q9H3Z7,ENSG00000183260,ABHD16B,abhydrolase domain containing 16B,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q96GS6,ENSG00000129968,ABHD17A,"abhydrolase domain containing 17A, depalmitoylase",NonMito,,,Vesicles (Approved),Other,,,,,,
Q5VST6,ENSG00000107362,ABHD17B,"abhydrolase domain containing 17B, depalmitoylase",NonMito,,,,Other,,,,,,
Q6PCB6,ENSG00000136379,ABHD17C,"abhydrolase domain containing 17C, depalmitoylase",NonMito,,,,Other,,,,,,
B7WP89,ENSG00000164074,ABHD18,abhydrolase domain containing 18,NonMito,,,Nuclear membrane (Approved),Other,,,,,,
P08910,ENSG00000140526,ABHD2,"abhydrolase domain containing 2, acylglycerol lipase",NonMito,,,Cytosol (Approved),Other,,,,,,
Q8WU67,ENSG00000158201,ABHD3,"abhydrolase domain containing 3, phospholipase",NonMito,,,Nucleoplasm;Vesicles (Approved),Other,,,,,,
Q8TB40,ENSG00000100439,ABHD4,"abhydrolase domain containing 4, N-acyl phospholipase B",NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q8WTS1,ENSG00000011198,ABHD5,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase",NonMito,,,Vesicles (Approved),Other,,,,,,
Q9BV23,ENSG00000163686,ABHD6,"abhydrolase domain containing 6, acylglycerol lipase",NonMito,,,Vesicles (Approved),Other,,,,,,
Q96I13,ENSG00000127220,ABHD8,abhydrolase domain containing 8,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q8IZP0,ENSG00000136754,ABI1,abl interactor 1,NonMito,,,Cell Junctions;Plasma membrane (Enhanced),Other,,,,,,
Q9NYB9,ENSG00000138443,ABI2,abl interactor 2,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q9P2A4,ENSG00000108798,ABI3,ABI family member 3,NonMito,,,,Other,,,,,,
Q7Z7G0,ENSG00000154175,ABI3BP,ABI family member 3 binding protein,NonMito,,,,Other,,,,,,
Q9NX38,ENSG00000119328,ABITRAM,actin binding transcription modulator,NonMito,,,Cytosol;Nucleoplasm (Supported),Other,,,,,,
P00519,ENSG00000097007,ABL1,"ABL proto-oncogene 1, non-receptor tyrosine kinase",NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
P42684,ENSG00000143322,ABL2,"ABL proto-oncogene 2, non-receptor tyrosine kinase",NonMito,,,Nucleoplasm (Supported),Other,,,,,,
O14639,ENSG00000099204,ABLIM1,actin binding LIM protein 1,NonMito,,,Cytosol (Supported),Other,,,,,,
Q6H8Q1,ENSG00000163995,ABLIM2,actin binding LIM protein family member 2,NonMito,,,Mitochondria (Uncertain),Other,,,,,,
O94929,ENSG00000173210,ABLIM3,actin binding LIM protein family member 3,NonMito,,,Plasma membrane (Approved),Other,,,,,,
P16442,ENSG00000175164|ENSG00000281879,ABO,"ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase",NonMito,,,,Other,,,,,,
Q12979,ENSG00000159842|ENSG00000276016|ENSG00000278741,ABR,ABR activator of RhoGEF and GTPase,NonMito,,,Cytosol (Approved),Other,,,,,,
Q8N0Z2,ENSG00000174429,ABRA,actin binding Rho activating protein,NonMito,,,,Other,,,,,,
Q9P1F3,ENSG00000146386,ABRACL,ABRA C-terminal like,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q6UWZ7,ENSG00000163322,ABRAXAS1,"abraxas 1, BRCA1 A complex subunit",NonMito,,,Nuclear bodies (Supported),Other,,,,,,
Q15018,ENSG00000165660,ABRAXAS2,"abraxas 2, BRISC complex subunit",NonMito,,,Cytosol (Supported),Other,,,,,,
Q9ULW3,ENSG00000146109,ABT1,activator of basal transcription 1,NonMito,,,Vesicles (Approved),Other,,,,,,
Q969K4,ENSG00000114626,ABTB1,ankyrin repeat and BTB domain containing 1,NonMito,,,Cytosol (Supported),Other,,,,,,
Q8N961,ENSG00000166016,ABTB2,ankyrin repeat and BTB domain containing 2,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
Q6ZTZ0,,AC005594.3,uncharacterized LOC100131094,NonMito,,,,Other,,,,,,
0,,AC009227.2,uncharacterized LOC100144595,NonMito,,,,Other,,,,,,
B3KMQ7,,AC022007.5,uncharacterized LOC401052,NonMito,,,,Other,,,,,,
0,,AC022173.2,uncharacterized LOC100130880,NonMito,,,,Other,,,,,,
0,,AC079610.2,uncharacterized LOC100130451,NonMito,,,,Other,,,,,,
B7Z1S9,,AC137932.6,uncharacterized LOC100287036,NonMito,,,,Other,,,,,,
P09110,ENSG00000060971,ACAA1,acetyl-CoA acyltransferase 1,Mito,unknown,Metabolism;Lipid metabolism,Peroxisomes (Enhanced),Other,,,,,,
P42765,ENSG00000167315,ACAA2,acetyl-CoA acyltransferase 2,Mito,Matrix,Metabolism;Carbohydrate metabolism;Ketone metabolism;Metabolism;Lipid metabolism;Fatty acid oxidation;Metabolism;Amino acid metabolism;Lysine metabolism,Mitochondria (Supported),Other,,,,,,
Q13085,ENSG00000275176|ENSG00000278540,ACACA,acetyl-CoA carboxylase alpha,Mito,Matrix,Metabolism;Lipid metabolism;Type II fatty acid synthesis;Metabolism;Vitamin metabolism;Biotin utilizing proteins,Cytosol (Supported),Other,,,,,,
O00763,ENSG00000076555,ACACB,acetyl-CoA carboxylase beta,Mito,MOM,Metabolism;Lipid metabolism;Fatty acid oxidation;Metabolism;Vitamin metabolism;Biotin utilizing proteins,,Other,,,,,,
Q6JQN1,ENSG00000111271,ACAD10,acyl-CoA dehydrogenase family member 10,Mito,Matrix,Metabolism;Lipid metabolism;Fatty acid oxidation,,Other,,,,,,
Q709F0,ENSG00000240303,ACAD11,acyl-CoA dehydrogenase family member 11,Mito,MIM,Metabolism;Lipid metabolism;Fatty acid oxidation,,Other,,,,,,
Q9UKU7,ENSG00000151498,ACAD8,acyl-CoA dehydrogenase family member 8,Mito,Matrix,Metabolism;Amino acid metabolism;Branched-chain amino acid metabolism,,Other,,,,,,
Q9H845,ENSG00000177646,ACAD9,acyl-CoA dehydrogenase family member 9,Mito,MIM,OXPHOS;Complex I;CI assembly factors;OXPHOS;OXPHOS assembly factors,Mitochondria (Enhanced),Other,,,,,,
P28330,ENSG00000115361,ACADL,acyl-CoA dehydrogenase long chain,Mito,MIM,Metabolism;Lipid metabolism;Fatty acid oxidation,,Other,,,,,,
P11310,ENSG00000117054,ACADM,acyl-CoA dehydrogenase medium chain,Mito,Matrix,Metabolism;Lipid metabolism;Fatty acid oxidation,Mitochondria (Enhanced),Other,,,,,,
P16219,ENSG00000122971,ACADS,acyl-CoA dehydrogenase short chain,Mito,Matrix,Metabolism;Lipid metabolism;Fatty acid oxidation,Mitochondria (Enhanced),Other,,,,,,
P45954,ENSG00000196177,ACADSB,acyl-CoA dehydrogenase short/branched chain,Mito,Matrix,Metabolism;Lipid metabolism;Fatty acid oxidation;Metabolism;Amino acid metabolism;Branched-chain amino acid metabolism,Mitochondria (Supported),Other,,,,,,
P49748,ENSG00000072778,ACADVL,acyl-CoA dehydrogenase very long chain,Mito,MIM,Metabolism;Lipid metabolism;Fatty acid oxidation,Mitochondria;Nucleoli (Supported),Other,,,,,,
E7EX88,ENSG00000157766,ACAN,aggrecan,NonMito,,,,Other,,,,,,
Q15027,ENSG00000072818|ENSG00000288169,ACAP1,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1",NonMito,,,Golgi apparatus (Approved),Other,,,,,,
Q15057,ENSG00000114331,ACAP2,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2",NonMito,,,Endosomes (Approved),Other,,,,,,
Q96P50,ENSG00000131584,ACAP3,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3",NonMito,,,Nucleoplasm (Approved),Other,,,,,,
P24752,ENSG00000075239,ACAT1,acetyl-CoA acetyltransferase 1,Mito,Matrix,Metabolism;Carbohydrate metabolism;Ketone metabolism;Metabolism;Lipid metabolism;Fatty acid oxidation;Metabolism;Amino acid metabolism;Branched-chain amino acid metabolism;Metabolism;Amino acid metabolism;Lysine metabolism,Mitochondria (Enhanced),Other,,,,,,
Q9BWD1,ENSG00000120437,ACAT2,acetyl-CoA acetyltransferase 2,NonMito,,,Cytosol (Supported),Other,,,,,,
Q9H3P7,ENSG00000182827,ACBD3,acyl-CoA binding domain containing 3,NonMito,,,Golgi apparatus (Supported),Other,,,,,,
Q8NC06,ENSG00000181513,ACBD4,acyl-CoA binding domain containing 4,NonMito,,,Nucleoplasm;Vesicles (Approved),Other,,,,,,
Q5T8D3,ENSG00000107897,ACBD5,acyl-CoA binding domain containing 5,NonMito,,,Peroxisomes (Enhanced),Other,,,,,,
Q9BR61,ENSG00000230124,ACBD6,acyl-CoA binding domain containing 6,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q8N6N7,ENSG00000176244,ACBD7,acyl-CoA binding domain containing 7,NonMito,,,Cytosol;Vesicles (Approved),Other,,,,,,
Q96QU6,ENSG00000110455,ACCS,1-aminocyclopropane-1-carboxylate synthase homolog (inactive),Mito,unknown,0,Golgi apparatus (Approved),Other,,,,,,
Q4AC99,ENSG00000205126,ACCSL,1-aminocyclopropane-1-carboxylate synthase homolog (inactive) like,NonMito,,,,Other,,,,,,
Q96AP0,ENSG00000102977,ACD,ACD shelterin complex subunit and telomerase recruitment factor,NonMito,,,Nuclear bodies (Enhanced),Other,,,,,,
P12821,ENSG00000159640,ACE,angiotensin I converting enzyme,NonMito,,,Vesicles (Approved),Other,,,,,,
Q9BYF1,ENSG00000130234,ACE2,angiotensin I converting enzyme 2,NonMito,,,,Other,,,,,,
Q8TDN7,ENSG00000167769,ACER1,alkaline ceramidase 1,NonMito,,,,Other,,,,,,
Q5QJU3,ENSG00000177076,ACER2,alkaline ceramidase 2,NonMito,,,,Other,,,,,,
Q9NUN7,ENSG00000078124,ACER3,alkaline ceramidase 3,NonMito,,,,Other,,,,,,
P22303,ENSG00000087085,ACHE,acetylcholinesterase (Cartwright blood group),NonMito,,,Golgi apparatus (Approved),Other,,,,,,
Q9UKV3,ENSG00000100813,ACIN1,apoptotic chromatin condensation inducer 1,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q16570,ENSG00000213088,ACKR1,atypical chemokine receptor 1 (Duffy blood group),NonMito,,,,Other,,,,,,
O00590,ENSG00000144648,ACKR2,atypical chemokine receptor 2,NonMito,,,Cytosol;Vesicles (Supported),Other,,,,,,
P25106,ENSG00000144476,ACKR3,atypical chemokine receptor 3,NonMito,,,Plasma membrane;Vesicles (Supported),Other,,,,,,
Q9NPB9,ENSG00000129048,ACKR4,atypical chemokine receptor 4,NonMito,,,Mitochondria;Vesicles (Approved),Other,,,,,,
P53396,ENSG00000131473,ACLY,ATP citrate lyase,Mito,Matrix,Metabolism;Carbohydrate metabolism;TCA-associated,Cytosol;Plasma membrane (Supported),Other,,,,,,
Q8TDX5,ENSG00000153086,ACMSD,aminocarboxymuconate semialdehyde decarboxylase,NonMito,,,,Other,,,,,,
P21399,ENSG00000122729,ACO1,aconitase 1,NonMito,,,Cytosol;Mitochondria (Supported),Other,,,,,,
Q99798,ENSG00000100412,ACO2,aconitase 2,Mito,Matrix,Metabolism;Carbohydrate metabolism;TCA cycle;Metabolism;Metals and cofactors;Fe-S-containing proteins,Mitochondria (Approved),Other,,,,,,
A6NK06,ENSG00000102794,ACOD1,aconitate decarboxylase 1,Mito,Matrix,Metabolism;Carbohydrate metabolism;Itaconate metabolism;Signaling;Immune response,,Other,,,,,,
Q86TX2,ENSG00000184227,ACOT1,acyl-CoA thioesterase 1,NonMito,,,Mitochondria (Approved),Other,,,,,,
Q8WXI4,ENSG00000162390,ACOT11,acyl-CoA thioesterase 11,Mito,Matrix,Metabolism;Lipid metabolism;Fatty acid oxidation,Cytosol (Supported),Other,,,,,,
Q8WYK0,ENSG00000172497,ACOT12,acyl-CoA thioesterase 12,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q9NPJ3,ENSG00000112304,ACOT13,acyl-CoA thioesterase 13,Mito,Matrix,Metabolism;Lipid metabolism,Cell Junctions (Approved),Other,,,,,,
P49753,ENSG00000119673,ACOT2,acyl-CoA thioesterase 2,Mito,Matrix,Metabolism;Lipid metabolism,Mitochondria (Approved),Other,,,,,,
Q8N9L9,ENSG00000177465,ACOT4,acyl-CoA thioesterase 4,NonMito,,,,Other,,,,,,
Q3I5F7,ENSG00000205669,ACOT6,acyl-CoA thioesterase 6,NonMito,,,,Other,,,,,,
O00154,ENSG00000097021,ACOT7,acyl-CoA thioesterase 7,Mito,Matrix,Metabolism;Lipid metabolism,Cytosol (Supported),Other,,,,,,
O14734,ENSG00000101473,ACOT8,acyl-CoA thioesterase 8,NonMito,,,Vesicles (Supported),Other,,,,,,
Q9Y305,ENSG00000123130,ACOT9,acyl-CoA thioesterase 9,Mito,MIM,Metabolism;Lipid metabolism,Cytosol;Plasma membrane (Approved),Other,,,,,,
Q15067,ENSG00000161533,ACOX1,acyl-CoA oxidase 1,NonMito,,,Peroxisomes (Approved),Other,,,,,,
Q99424,ENSG00000168306,ACOX2,acyl-CoA oxidase 2,NonMito,,,Vesicles (Approved),Other,,,,,,
O15254,ENSG00000087008,ACOX3,"acyl-CoA oxidase 3, pristanoyl",NonMito,,,Peroxisomes (Approved),Other,,,,,,
Q9NUZ1,ENSG00000153093,ACOXL,acyl-CoA oxidase like,NonMito,,,Cytosol (Supported),Other,,,,,,
P24666,ENSG00000143727,ACP1,acid phosphatase 1,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
P11117,ENSG00000134575,ACP2,"acid phosphatase 2, lysosomal",NonMito,,,,Other,,,,,,
P15309,ENSG00000014257,ACP3,acid phosphatase 3,NonMito,,,,Other,,,,,,
Q9BZG2,ENSG00000142513,ACP4,acid phosphatase 4,NonMito,,,,Other,,,,,,
P13686,ENSG00000102575,ACP5,"acid phosphatase 5, tartrate resistant",NonMito,,,Cytosol (Approved),Other,,,,,,
Q9NPH0,ENSG00000162836,ACP6,"acid phosphatase 6, lysophosphatidic",Mito,IMS,Metabolism;Lipid metabolism;Phospholipid metabolism,,Other,,,,,,
Q6ZNF0,ENSG00000183760,ACP7,"acid phosphatase 7, tartrate resistant (putative)",NonMito,,,,Other,,,,,,
P10323,ENSG00000100312|ENSG00000283539,ACR,acrosin,NonMito,,,,Other,,,,,,
Q8NEB7,ENSG00000111644,ACRBP,acrosin binding protein,NonMito,,,Nucleoplasm;Vesicles (Approved),Other,,,,,,
P26436,ENSG00000134940,ACRV1,acrosomal vesicle protein 1,NonMito,,,,Other,,,,,,
Q96GR2,ENSG00000103740,ACSBG1,acyl-CoA synthetase bubblegum family member 1,NonMito,,,Vesicles (Approved),Other,,,,,,
Q5FVE4,ENSG00000130377,ACSBG2,acyl-CoA synthetase bubblegum family member 2,NonMito,,,Cytosol (Uncertain),Other,,,,,,
Q96CM8,ENSG00000167107,ACSF2,acyl-CoA synthetase family member 2,Mito,Matrix,Metabolism;Lipid metabolism;Fatty acid oxidation,Cytosol;Nucleoplasm (Approved),Other,,,,,,
Q4G176,ENSG00000176715,ACSF3,acyl-CoA synthetase family member 3,Mito,Matrix,Metabolism;Lipid metabolism;Type II fatty acid synthesis,,Other,,,,,,
P33121,ENSG00000151726,ACSL1,acyl-CoA synthetase long chain family member 1,Mito,MOM,Metabolism;Lipid metabolism;Fatty acid oxidation,Nucleoplasm (Supported),Other,,,,,,
O95573,ENSG00000123983,ACSL3,acyl-CoA synthetase long chain family member 3,NonMito,,,Nucleoli (Approved),Other,,,,,,
O60488,ENSG00000068366,ACSL4,acyl-CoA synthetase long chain family member 4,NonMito,,,Golgi apparatus (Approved),Other,,,,,,
Q9ULC5,ENSG00000197142,ACSL5,acyl-CoA synthetase long chain family member 5,NonMito,,,Mitochondria (Supported),Other,,,,,,
Q9UKU0,ENSG00000164398,ACSL6,acyl-CoA synthetase long chain family member 6,Mito,MOM,Metabolism;Lipid metabolism;Fatty acid oxidation,,Other,,,,,,
Q08AH1,ENSG00000166743,ACSM1,acyl-CoA synthetase medium chain family member 1,Mito,Matrix,Metabolism;Lipid metabolism;Fatty acid oxidation,,Other,,,,,,
Q08AH3,ENSG00000183747,ACSM2A,acyl-CoA synthetase medium chain family member 2A,Mito,Matrix,Metabolism;Lipid metabolism;Fatty acid oxidation;Metabolism;Detoxification;Xenobiotic metabolism,,Other,,,,,,
Q68CK6,ENSG00000066813,ACSM2B,acyl-CoA synthetase medium chain family member 2B,Mito,Matrix,Metabolism;Lipid metabolism;Fatty acid oxidation,,Other,,,,,,
Q53FZ2,ENSG00000005187,ACSM3,acyl-CoA synthetase medium chain family member 3,Mito,Matrix,Metabolism;Lipid metabolism;Fatty acid oxidation,,Other,,,,,,
P0C7M7,ENSG00000215009,ACSM4,acyl-CoA synthetase medium chain family member 4,Mito,Matrix,Metabolism;Lipid metabolism;Fatty acid oxidation,,Other,,,,,,
Q6NUN0,ENSG00000183549,ACSM5,acyl-CoA synthetase medium chain family member 5,Mito,Matrix,Metabolism;Lipid metabolism;Fatty acid oxidation;Metabolism;Detoxification;Xenobiotic metabolism,Vesicles (Uncertain),Other,,,,,,
Q6P461,ENSG00000173124,ACSM6,acyl-CoA synthetase medium chain family member 6,NonMito,,,,Other,,,,,,
Q9NUB1,ENSG00000154930,ACSS1,acyl-CoA synthetase short chain family member 1,Mito,MIM,Metabolism;Lipid metabolism;Fatty acid oxidation,,Other,,,,,,
Q9NR19,ENSG00000131069,ACSS2,acyl-CoA synthetase short chain family member 2,NonMito,,,Cytosol;Nucleoplasm (Approved),Other,,,,,,
Q9H6R3,ENSG00000111058,ACSS3,acyl-CoA synthetase short chain family member 3,Mito,Matrix,Metabolism;Lipid metabolism,Mitochondria (Approved),Other,,,,,,
P68133,ENSG00000143632,ACTA1,"actin alpha 1, skeletal muscle",NonMito,,,,Other,,,,,,
P62736,ENSG00000107796,ACTA2,"actin alpha 2, smooth muscle",NonMito,,,Actin filaments (Supported),Other,,,,,,
P60709,ENSG00000075624,ACTB,actin beta,NonMito,,,,Other,,,,,,
Q562R1,ENSG00000169067,ACTBL2,actin beta like 2,NonMito,,,,Other,,,,,,
P68032,ENSG00000159251,ACTC1,actin alpha cardiac muscle 1,NonMito,,,,Other,,,,,,
P63261,ENSG00000184009,ACTG1,actin gamma 1,NonMito,,,,Other,,,,,,
P63267,ENSG00000163017,ACTG2,"actin gamma 2, smooth muscle",NonMito,,,,Other,,,,,,
Q5JWF8,ENSG00000182584,ACTL10,actin like 10,NonMito,,,,Other,,,,,,
O96019,ENSG00000136518,ACTL6A,actin like 6A,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
O94805,ENSG00000077080,ACTL6B,actin like 6B,NonMito,,,Nucleoli (Approved),Other,,,,,,
Q9Y615,ENSG00000187003,ACTL7A,actin like 7A,NonMito,,,,Other,,,,,,
Q9Y614,ENSG00000148156,ACTL7B,actin like 7B,NonMito,,,,Other,,,,,,
Q9H568,ENSG00000117148,ACTL8,actin like 8,NonMito,,,Cytosol (Approved),Other,,,,,,
